"Strain","Plasmid","Replicate","Inducer","Media","Type","Plate","well","time","OD600","row","column"
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",56628.694,1.4035,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",56628.694,1.3886,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",56628.694,1.2788,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",56628.694,1.6459,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",56628.694,1.386,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",56628.694,1.7068,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",56628.694,1.5695,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",56628.694,1.591,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",56628.694,1.3716,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",56628.694,0.1769,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",56628.694,0.1377,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",56628.694,0.1216,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",56628.694,0.1583,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",56628.694,0.1797,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",56628.694,0.1585,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",56628.694,0.1531,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",56628.694,0.1621,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",56628.694,0.1281,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",56628.694,0.1585,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",56628.694,0.1114,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",56628.694,0.1659,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",56628.694,0.2885,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",56628.694,0.2919,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",56628.694,0.3485,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",56628.694,0.3164,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",56628.694,0.3662,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",56628.694,0.2373,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",56628.694,0.9023,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",56628.694,0.9503,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",56628.694,1.0433,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",56628.694,0.9478,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",56628.694,1.0291,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",56628.694,0.8155,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",56628.694,0.2197,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",56628.694,0.3233,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",56628.694,0.3837,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",56628.694,0.5249,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",56628.694,0.4629,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",56628.694,0.9426,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",56628.694,1.0817,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",56628.694,1.0215,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",56628.694,1.0922,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",56628.694,1.077,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",56628.694,1.1316,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",56628.694,1.3084,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",56628.694,0.3906,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",56628.694,1.039,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",56628.694,0.7701,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",56628.694,0.4937,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",56628.694,0.9218,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",56628.694,1.1145,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",56628.694,1.0652,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",56628.694,1.1596,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",56628.694,1.0903,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",56628.694,1.1427,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",56628.694,1.1467,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",56628.694,1.2735,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",56628.694,0.2978,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",56628.694,0.2542,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",56628.694,0.2527,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",56628.694,0.2643,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",56628.694,0.381,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",56628.694,0.2982,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",56628.694,1.0165,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",56628.694,0.9515,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",56628.694,0.8882,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",56628.694,1.1295,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",56628.694,1.004,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",56628.694,1.0823,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",56628.694,1.2763,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",56628.694,1.4772,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",56628.694,1.186,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",56628.694,1.1934,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",56628.694,1.4372,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",56628.694,1.5419,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",56628.694,1.4007,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",56628.694,1.388,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",56628.694,1.433,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",56628.694,1.3423,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",56628.694,1.4803,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",56628.694,1.3732,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",56628.694,0.1368,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",56628.694,0.1382,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",56628.694,0.0764,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",56628.694,0.0902,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",56628.694,0.1043,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",56628.694,0.0791,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",56628.694,0.1448,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",56628.694,0.1099,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",56628.694,0.088,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",56628.694,0.0997,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",56628.694,0.0826,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",56628.694,0.1471,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",57251.051,1.4554,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",57251.051,1.3371,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",57251.051,1.4767,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",57251.051,1.3656,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",57251.051,1.4461,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",57251.051,1.2749,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",57251.051,1.6667,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",57251.051,1.3761,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",57251.051,1.7015,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",57251.051,1.5738,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",57251.051,1.5974,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",57251.051,1.3884,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",57251.051,0.1661,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",57251.051,0.1351,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",57251.051,0.1703,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",57251.051,0.1881,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",57251.051,0.1754,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",57251.051,0.1555,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",57251.051,0.1682,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",57251.051,0.1811,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",57251.051,0.1369,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",57251.051,0.1793,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",57251.051,0.1134,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",57251.051,0.1861,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",57251.051,0.2909,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",57251.051,0.2962,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",57251.051,0.3523,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",57251.051,0.3202,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",57251.051,0.3724,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",57251.051,0.2446,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",57251.051,0.9179,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",57251.051,0.96,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",57251.051,1.0548,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",57251.051,0.9492,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",57251.051,1.028,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",57251.051,0.8329,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",57251.051,0.22,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",57251.051,0.3261,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",57251.051,0.3896,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",57251.051,0.538,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",57251.051,0.4744,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",57251.051,0.9441,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",57251.051,1.0904,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",57251.051,1.0713,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",57251.051,1.0766,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",57251.051,1.1259,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",57251.051,1.1306,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",57251.051,1.3266,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",57251.051,0.4008,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",57251.051,1.0471,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",57251.051,0.7914,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",57251.051,0.5078,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",57251.051,0.9294,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",57251.051,1.1373,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",57251.051,1.0616,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",57251.051,1.1716,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",57251.051,1.126,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",57251.051,1.1328,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",57251.051,1.1751,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",57251.051,1.2621,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",57251.051,0.3047,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",57251.051,0.2579,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",57251.051,0.2574,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",57251.051,0.2688,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",57251.051,0.3888,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",57251.051,0.3067,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",57251.051,1.0229,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",57251.051,0.9552,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",57251.051,0.9038,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",57251.051,1.107,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",57251.051,1.0105,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",57251.051,1.1421,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",57251.051,1.291,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",57251.051,1.5069,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",57251.051,1.191,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",57251.051,1.1643,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",57251.051,1.4731,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",57251.051,1.4612,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",57251.051,1.4522,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",57251.051,1.3665,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",57251.051,1.451,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",57251.051,1.4082,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",57251.051,1.4995,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",57251.051,1.2708,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",57251.051,0.1385,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",57251.051,0.1402,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",57251.051,0.0773,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",57251.051,0.0911,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",57251.051,0.1064,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",57251.051,0.0797,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",57251.051,0.1131,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",57251.051,0.0853,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",57251.051,0.0889,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",57251.051,0.0981,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",57251.051,0.1303,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",57251.051,0.174,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",57873.352,1.3931,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",57873.352,1.2994,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",57873.352,1.5068,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",57873.352,1.3561,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",57873.352,1.3402,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",57873.352,1.2534,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",57873.352,1.6606,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",57873.352,1.4048,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",57873.352,1.6676,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",57873.352,1.5711,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",57873.352,1.6102,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",57873.352,1.3803,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",57873.352,0.2251,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",57873.352,0.1477,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",57873.352,0.1619,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",57873.352,0.1183,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",57873.352,0.1652,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",57873.352,0.1559,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",57873.352,0.1529,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",57873.352,0.1644,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",57873.352,0.1991,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",57873.352,0.1724,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",57873.352,0.1176,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",57873.352,0.1931,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",57873.352,0.2937,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",57873.352,0.2997,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",57873.352,0.3535,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",57873.352,0.3239,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",57873.352,0.3775,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",57873.352,0.2487,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",57873.352,0.9281,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",57873.352,0.9754,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",57873.352,1.0701,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",57873.352,0.9652,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",57873.352,1.0432,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",57873.352,0.8534,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",57873.352,0.2243,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",57873.352,0.3286,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",57873.352,0.3967,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",57873.352,0.5497,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",57873.352,0.4867,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",57873.352,0.9519,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",57873.352,1.1187,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",57873.352,1.057,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",57873.352,1.0816,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",57873.352,1.1349,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",57873.352,1.1371,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",57873.352,1.2943,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",57873.352,0.411,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",57873.352,1.0534,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",57873.352,0.8112,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",57873.352,0.5224,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",57873.352,0.9277,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",57873.352,1.1382,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",57873.352,1.0616,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",57873.352,1.2003,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",57873.352,1.1293,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",57873.352,1.1329,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",57873.352,1.1938,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",57873.352,1.2406,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",57873.352,0.308,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",57873.352,0.2619,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",57873.352,0.2556,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",57873.352,0.2742,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",57873.352,0.3982,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",57873.352,0.3111,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",57873.352,1.0315,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",57873.352,0.9634,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",57873.352,0.9177,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",57873.352,1.1039,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",57873.352,1.0195,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",57873.352,1.1136,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",57873.352,1.298,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",57873.352,1.4349,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",57873.352,1.2051,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",57873.352,1.1363,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",57873.352,1.5065,"G",5
